Log P,ran_1,ran_2,non_iso,kekule
4.0216,4.021600000000004,4.021600000000003,4.021600000000003,4.021600000000003
3.25054,3.2505400000000018,3.2505400000000018,3.2505400000000018,3.2505400000000018
3.3846199999999995,3.3846200000000017,3.3846200000000026,3.384620000000001,3.3846200000000017
1.4206,1.4205999999999996,1.4205999999999996,1.4205999999999996,1.4205999999999996
4.172,4.172000000000002,4.172000000000002,4.172000000000003,4.172000000000003
3.9674,3.967400000000003,3.967400000000003,3.967400000000003,3.967400000000003
2.376,2.3760000000000003,2.3760000000000003,2.3760000000000003,2.3760000000000003
3.00792,3.0079200000000013,3.007920000000002,3.007920000000002,3.007920000000002
3.6978,3.6978000000000018,3.6978000000000018,3.6978000000000018,3.6978000000000018
1.15062,1.1506200000000002,1.15062,1.1506200000000002,1.1506200000000002
3.5764,3.5764000000000022,3.5764000000000014,3.5764000000000014,3.5764000000000014
3.7344,3.7344000000000026,3.7344000000000026,3.7344000000000026,3.7344000000000026
2.1790000000000003,2.1790000000000007,2.1790000000000003,2.1790000000000003,2.1790000000000003
2.5431,2.543100000000001,2.5431,2.5431,2.5431
3.1253,3.125300000000002,3.125300000000002,3.125300000000002,3.125300000000002
4.25724,4.257240000000003,4.257240000000004,4.257240000000003,4.257240000000003
2.7306,2.730600000000001,2.730600000000001,2.7306,2.7306
2.447,2.447,2.447,2.447,2.447
3.36,3.360000000000002,3.360000000000002,3.360000000000003,3.360000000000003
3.9602,3.960200000000002,3.960200000000003,3.960200000000003,3.960200000000003
2.04192,2.04192,2.04192,2.04192,2.04192
3.5823,3.5823000000000027,3.5823000000000027,3.5823000000000027,3.5823000000000027
2.9976,2.997600000000002,2.997600000000002,2.997600000000001,2.997600000000001
3.1017,3.101700000000002,3.101700000000001,3.101700000000001,3.101700000000001
0.12132,0.12132000000000165,0.12132000000000165,0.12132000000000098,0.12132000000000098
2.681,2.681000000000001,2.681000000000001,2.681000000000001,2.681000000000001
3.3035,3.3035000000000014,3.3035000000000014,3.3035000000000014,3.3035000000000014
3.6393,3.639300000000002,3.639300000000002,3.639300000000002,3.639300000000002
4.0377800000000015,4.037780000000004,4.037780000000003,4.037780000000003,4.037780000000003
4.3371,4.337100000000003,4.337100000000003,4.337100000000003,4.337100000000003
0.85362,0.8536200000000003,0.8536200000000003,0.8536200000000012,0.8536200000000012
4.1396,4.139600000000002,4.139600000000003,4.139600000000002,4.139600000000002
2.2262,2.2261999999999995,2.2261999999999995,2.2261999999999995,2.2262000000000004
3.7357,3.7357000000000022,3.7357000000000014,3.7357000000000014,3.7357000000000014
4.4765,4.476500000000004,4.476500000000003,4.476500000000003,4.476500000000003
1.8881,1.8881000000000001,1.8881000000000001,1.8881000000000001,1.8881000000000001
2.4136,2.4136000000000006,2.4136000000000006,2.4136000000000006,2.4136000000000006
4.43314,4.433140000000003,4.433140000000004,4.433140000000003,4.433140000000003
3.89444,3.894440000000003,3.894440000000003,3.894440000000002,3.894440000000002
3.5508,3.5508000000000015,3.5508000000000015,3.5508000000000015,3.5508000000000015
0.8916200000000001,0.8916199999999999,0.8916199999999994,0.8916199999999992,0.8916199999999992
-0.3379,-0.3379000000000003,-0.3378999999999994,-0.3378999999999994,-0.3378999999999994
4.7794,4.7794000000000025,4.7794000000000025,4.7794000000000025,4.7794000000000025
3.16782,3.1678200000000016,3.1678200000000007,3.1678200000000016,3.1678200000000016
2.5719,2.571900000000001,2.5719000000000003,2.5719000000000003,2.5719000000000003
3.8373,3.8373000000000026,3.8373000000000026,3.8373000000000026,3.8373000000000026
2.4796,2.4796000000000005,2.4796000000000005,2.4796000000000005,2.4796000000000005
4.06852,4.068520000000002,4.068520000000002,4.068520000000002,4.068520000000002
4.00332,4.003320000000003,4.003320000000002,4.003320000000002,4.003320000000002
2.8198,2.8198000000000016,2.8198000000000008,2.8198000000000008,2.8198000000000008
4.7164,4.716400000000004,4.716400000000003,4.716400000000004,4.716400000000004
2.9071,2.9071000000000007,2.9071000000000007,2.9071000000000007,2.9071000000000007
1.79312,1.79312,1.7931199999999998,1.7931200000000003,1.7931200000000003
1.76522,1.7652199999999998,1.7652199999999998,1.7652199999999998,1.7652199999999998
2.5773,2.5773,2.577300000000001,2.577300000000001,2.577300000000001
3.74382,3.743820000000002,3.743820000000002,3.743820000000003,3.743820000000003
2.0488,2.0488000000000004,2.0488,2.0488,2.0488
3.1896,3.189600000000002,3.189600000000002,3.189600000000002,3.189600000000002
3.4391,3.4391000000000025,3.4391000000000025,3.4391000000000025,3.4391000000000025
3.2035,3.203500000000002,3.203500000000002,3.203500000000002,3.203500000000002
1.84522,1.8452199999999992,1.8452199999999996,1.8452199999999994,1.8452199999999994
4.318219999999998,4.318220000000003,4.318220000000003,4.318220000000003,4.318220000000003
4.4930400000000015,4.493040000000003,4.493040000000003,4.493040000000003,4.493040000000003
1.2064,1.2063999999999993,1.2063999999999997,1.2063999999999993,1.2063999999999993
3.0271,3.027100000000001,3.027100000000001,3.0271000000000017,3.0271000000000017
3.4029,3.4029000000000025,3.4029000000000016,3.4029000000000025,3.4029000000000016
2.5848,2.5848000000000004,2.5848000000000004,2.5847999999999995,2.5847999999999995
1.78916,1.7891599999999996,1.7891599999999999,1.7891599999999994,1.7891599999999999
1.8073,1.8072999999999997,1.8072999999999992,1.807299999999999,1.807299999999999
2.4344,2.4344,2.434400000000001,2.434400000000001,2.434400000000001
3.76034,3.760340000000003,3.760340000000003,3.760340000000002,3.760340000000002
0.6926399999999999,0.6926400000000013,0.6926400000000004,0.6926400000000004,0.6926400000000004
3.6235,3.6235000000000026,3.6235000000000026,3.6235000000000026,3.6235000000000026
2.43424,2.43424,2.43424,2.434240000000001,2.434240000000001
0.0959,0.0959000000000012,0.09590000000000037,0.09590000000000032,0.09590000000000032
3.9523,3.952300000000003,3.952300000000003,3.952300000000003,3.952300000000003
3.3861,3.3861000000000026,3.3861000000000017,3.3861000000000017,3.3861000000000017
1.4495,1.4494999999999998,1.4494999999999998,1.4494999999999996,1.4494999999999996
1.0654,1.0653999999999997,1.0653999999999997,1.0653999999999997,1.0653999999999997
1.5824,1.5824,1.5824,1.5823999999999998,1.5823999999999998
1.59362,1.5936200000000003,1.59362,1.5936199999999996,1.5936199999999998
1.3297,1.3296999999999999,1.3296999999999999,1.3296999999999994,1.3296999999999994
3.7178,3.7178000000000018,3.717800000000002,3.717800000000002,3.717800000000002
3.84302,3.843020000000002,3.8430200000000028,3.843020000000002,3.843020000000002
2.14712,2.14712,2.14712,2.14712,2.14712
0.0637,0.06369999999999965,0.06369999999999987,0.06369999999999987,0.06369999999999987
3.8201,3.8201000000000027,3.8201000000000027,3.8201000000000027,3.8201000000000027
4.4546,4.454600000000002,4.454600000000002,4.454600000000002,4.454600000000002
1.9271,1.9271,1.9271,1.9271000000000003,1.9271000000000003
3.32696,3.3269600000000024,3.3269600000000024,3.3269600000000015,3.3269600000000015
1.4629,1.4628999999999992,1.4628999999999996,1.4628999999999996,1.4628999999999996
1.9588,1.9587999999999999,1.9587999999999994,1.9588,1.9587999999999999
1.57,1.5699999999999996,1.5699999999999994,1.569999999999999,1.569999999999999
0.3465,0.34650000000000025,0.34650000000000114,0.34650000000000025,0.34650000000000114
3.34824,3.3482400000000014,3.3482400000000023,3.3482400000000023,3.3482400000000023
-2.2344,-2.2343999999999964,-2.2343999999999973,-2.2343999999999973,-2.2343999999999973
1.4172,1.4172000000000002,1.4172,1.4172000000000002,1.4172000000000002
1.5536,1.5535999999999992,1.5535999999999992,1.5535999999999994,1.5535999999999994
1.9787,1.9787,1.9787000000000001,1.9787,1.9787
2.1199,2.1199,2.1198999999999995,2.1199000000000003,2.1199000000000003
2.5296,2.5296000000000003,2.529600000000001,2.529600000000001,2.529600000000001
2.9006,2.9006000000000007,2.9006000000000007,2.9006000000000007,2.9006000000000007
1.75092,1.7509199999999998,1.7509199999999998,1.7509199999999996,1.7509199999999996
3.2631,3.2631000000000023,3.2631000000000023,3.2631000000000014,3.2631000000000023
2.3757,2.3757,2.3757,2.3757,2.3757
4.82532,4.825320000000003,4.825320000000003,4.825320000000003,4.825320000000003
3.429,3.429000000000002,3.429000000000002,3.429000000000002,3.429000000000002
1.86212,1.8621199999999998,1.8621199999999998,1.8621199999999998,1.8621199999999998
2.5887,2.588700000000001,2.5887000000000002,2.588700000000001,2.588700000000001
3.5278,3.527800000000001,3.5278000000000027,3.527800000000002,3.527800000000002
4.35586,4.355860000000003,4.355860000000003,4.355860000000003,4.355860000000003
3.917,3.917000000000003,3.9170000000000025,3.9170000000000025,3.9170000000000025
3.33992,3.339920000000001,3.339920000000002,3.339920000000001,3.339920000000001
3.4901,3.4901000000000026,3.4901000000000018,3.4901000000000026,3.4901000000000026
2.0395,2.0395,2.0394999999999994,2.0395000000000003,2.0395000000000003
0.6238,0.6237999999999997,0.6237999999999997,0.6238000000000006,0.6238000000000006
3.2937199999999995,3.293720000000002,3.2937200000000013,3.2937200000000013,3.2937200000000013
0.4279,0.4278999999999999,0.4278999999999999,0.4278999999999998,0.4279
3.0379,3.037900000000001,3.0379000000000014,3.037900000000002,3.037900000000002
2.1875400000000003,2.1875400000000003,2.1875400000000003,2.1875400000000003,2.1875399999999994
3.17822,3.1782200000000014,3.1782200000000014,3.1782200000000014,3.1782200000000014
0.7711,0.7710999999999999,0.7710999999999995,0.7710999999999995,0.7710999999999995
-0.9494,-0.9493999999999985,-0.9493999999999994,-0.9493999999999994,-0.9493999999999994
3.723,3.723,3.722999999999999,3.723,3.723
2.60332,2.603320000000001,2.60332,2.603320000000001,2.603320000000001
0.5656,0.5656000000000005,0.565600000000001,0.5656000000000003,0.5656000000000001
5.04648,5.046480000000004,5.046480000000004,5.046480000000004,5.046480000000004
2.3869,2.3869000000000007,2.3869,2.3869000000000007,2.3869000000000007
2.84574,2.845740000000001,2.845740000000001,2.845740000000001,2.845740000000001
3.29062,3.2906200000000014,3.2906200000000023,3.2906200000000023,3.2906200000000023
3.28804,3.2880400000000023,3.2880400000000014,3.2880400000000023,3.2880400000000023
2.0284,2.0284000000000004,2.0284000000000004,2.0284,2.0284
-0.5476,-0.5475999999999965,-0.5475999999999956,-0.5475999999999963,-0.5475999999999963
4.1893,4.189300000000004,4.189300000000003,4.189300000000003,4.189300000000003
1.58962,1.5896199999999994,1.5896199999999994,1.58962,1.58962
0.8649,0.8648999999999991,0.8648999999999991,0.8649,0.8649
2.8143,2.8143000000000002,2.8143000000000002,2.814300000000001,2.814300000000001
1.2802,1.2801999999999991,1.280200000000002,1.2802,1.2802
5.0885,5.0885000000000025,5.0885000000000025,5.0885000000000025,5.0885000000000025
2.3913,2.3913,2.391300000000001,2.3913,2.3913
4.26922,4.2692200000000025,4.2692200000000025,4.2692200000000025,4.2692200000000025
2.25942,2.2594200000000004,2.2594199999999995,2.2594200000000004,2.2594200000000004
3.5899400000000004,3.589940000000002,3.589940000000002,3.5899400000000012,3.589940000000002
1.9361,1.9361,1.9360999999999997,1.9360999999999997,1.9360999999999997
0.6281,0.6281000000000003,0.6280999999999999,0.6281000000000004,0.6281000000000004
4.5998,4.5998000000000046,4.5998000000000046,4.5998000000000046,4.5998000000000046
1.6277,1.6277000000000008,1.6277000000000017,1.6277000000000008,1.6277000000000008
2.55992,2.559920000000001,2.559920000000001,2.559920000000001,2.559920000000001
2.9308,2.9308000000000014,2.9308000000000014,2.9308000000000014,2.9308000000000014
0.0111,0.011100000000003718,0.011100000000003718,0.011100000000003718,0.011100000000003718
3.10862,3.10862,3.108620000000002,3.108620000000002,3.108620000000002
0.9965,0.9964999999999995,0.9964999999999995,0.9964999999999999,0.9964999999999999
3.72504,3.7250400000000026,3.7250400000000026,3.7250400000000026,3.7250400000000026
2.883,2.883000000000002,2.883000000000001,2.883000000000001,2.883000000000001
2.3117,2.3117,2.3117,2.3117,2.3117
3.9284,3.9284000000000026,3.9284000000000026,3.9284000000000026,3.9284000000000026
2.99824,2.998240000000002,2.998240000000001,2.998240000000002,2.998240000000002
2.5981,2.5981000000000005,2.5981000000000005,2.5981000000000005,2.5981000000000005
3.60878,3.608780000000003,3.608780000000002,3.608780000000002,3.608780000000002
1.4779,1.4779,1.4778999999999993,1.4778999999999995,1.4779
4.4517,4.451700000000003,4.451700000000003,4.451700000000003,4.451700000000003
2.4651,2.4651000000000005,2.4651000000000005,2.4651000000000005,2.4651000000000005
3.35422,3.3542200000000006,3.3542200000000006,3.3542200000000015,3.3542200000000006
3.758,3.7580000000000027,3.7580000000000027,3.758000000000002,3.7580000000000027
4.62954,4.629540000000002,4.629540000000002,4.629540000000001,4.629540000000002
1.2734,1.2733999999999996,1.2733999999999992,1.2733999999999992,1.2733999999999992
3.7215,3.7215000000000025,3.7215000000000025,3.7215000000000025,3.7215000000000025
4.4909,4.490900000000003,4.4909000000000034,4.4909000000000034,4.4909000000000034
2.64514,2.6451400000000005,2.6451400000000005,2.6451400000000005,2.6451400000000005
1.1913,1.1912999999999998,1.1912999999999998,1.1913,1.1913
2.4966,2.496600000000001,2.4966,2.4966,2.4966
4.34492,4.344920000000003,4.344920000000003,4.344920000000004,4.344920000000004
3.202,3.2020000000000017,3.2020000000000017,3.2020000000000017,3.2020000000000017
1.8809,1.8808999999999998,1.8809000000000002,1.8808999999999996,1.8808999999999996
2.21102,2.2110200000000004,2.2110199999999995,2.2110199999999995,2.2110199999999995
3.0463,3.0463000000000013,3.0463000000000013,3.0463000000000013,3.0463000000000013
1.77692,1.77692,1.77692,1.7769199999999996,1.7769199999999996
3.15242,3.152420000000001,3.152420000000001,3.152420000000002,3.152420000000002
2.8646,2.864600000000001,2.864600000000001,2.864600000000001,2.864600000000001
4.8345,4.834500000000004,4.834500000000004,4.834500000000005,4.834500000000005
0.7583,0.7582999999999995,0.7583,0.7583,0.7583
3.7353,3.7353000000000023,3.7353000000000023,3.7353000000000023,3.7353000000000023
2.6293,2.6293000000000006,2.6293000000000006,2.6293000000000006,2.6293000000000006
0.7297,0.7296999999999998,0.7296999999999993,0.7297000000000001,0.7297000000000001
1.73594,1.7359399999999996,1.7359399999999992,1.7359399999999996,1.7359399999999996
3.01532,3.015320000000001,3.015320000000001,3.0153200000000018,3.0153200000000018
1.986,1.986,1.9859999999999995,1.986,1.986
3.64032,3.6403200000000018,3.6403200000000018,3.6403200000000018,3.6403200000000018
3.4655,3.4655000000000022,3.4655000000000022,3.4655000000000022,3.4655000000000022
4.6866,4.686600000000003,4.686600000000002,4.686600000000002,4.686600000000002
2.756,2.756000000000001,2.756000000000001,2.756000000000001,2.756000000000001
4.6814,4.6814000000000044,4.6814000000000044,4.6814000000000044,4.6814000000000044
3.46632,3.4663200000000014,3.4663200000000023,3.4663200000000023,3.4663200000000023
3.627,3.6270000000000016,3.6270000000000024,3.6270000000000024,3.6270000000000024
4.8992,4.899200000000002,4.899200000000002,4.899200000000003,4.899200000000003
4.742319999999999,4.742320000000005,4.742320000000005,4.742320000000004,4.742320000000004
2.5157,2.5157000000000007,2.5157,2.5157000000000007,2.5157000000000007
0.5619,0.5619000000000004,0.5619000000000002,0.5619000000000001,0.5619000000000001
3.9957,3.995700000000003,3.995700000000002,3.995700000000003,3.995700000000003
2.8531,2.8531000000000013,2.8531000000000013,2.8531000000000013,2.8531000000000013
3.00382,3.003820000000001,3.003820000000002,3.003820000000001,3.003820000000001
3.03882,3.038820000000001,3.038820000000001,3.038820000000001,3.038820000000001
2.1727,2.1727,2.1727,2.1727,2.1727
4.0277,4.027700000000002,4.027700000000003,4.027700000000003,4.027700000000003
-0.7689,-0.7688999999999957,-0.7688999999999957,-0.7688999999999957,-0.7688999999999957
2.6747,2.6747000000000014,2.6747000000000005,2.6747000000000005,2.6747000000000005
1.8324,1.8323999999999998,1.8324000000000003,1.8324,1.8324
3.2921,3.2921000000000014,3.2921000000000022,3.2921000000000022,3.2921000000000022
2.4535,2.4535000000000005,2.4535,2.4535,2.4535
2.5434400000000004,2.5434400000000004,2.5434400000000004,2.5434400000000004,2.5434400000000004
2.1774,2.1774000000000004,2.1773999999999996,2.1774000000000004,2.1774000000000004
0.3492,0.3492000000000015,0.34920000000000107,0.34920000000000107,0.34920000000000107
1.73192,1.7319199999999992,1.7319200000000001,1.7319200000000003,1.7319200000000003
2.89244,2.8924400000000015,2.8924400000000015,2.8924400000000015,2.8924400000000015
2.5931,2.5931000000000006,2.5931000000000006,2.5931000000000006,2.5931000000000006
2.8307,2.8307,2.830700000000001,2.830700000000001,2.830700000000001
0.6386,0.6386000000000012,0.6385999999999998,0.6386000000000012,0.6386000000000012
2.59952,2.599520000000001,2.599520000000001,2.599520000000001,2.599520000000001
4.3835,4.383500000000002,4.383500000000003,4.383500000000002,4.383500000000002
0.7569,0.7569000000000001,0.7569000000000001,0.7569000000000001,0.7569000000000001
-0.5393,-0.539299999999999,-0.539299999999999,-0.5392999999999981,-0.5392999999999981
3.1754,3.1754000000000016,3.1754000000000016,3.1754000000000016,3.1754000000000016
2.8014,2.801400000000001,2.801400000000001,2.8014,2.8014
4.0456,4.045600000000003,4.045600000000003,4.045600000000003,4.045600000000003
0.1956,0.1956,0.1956,0.19560000000000022,0.19560000000000022
2.39272,2.3927199999999997,2.3927200000000006,2.3927200000000006,2.3927200000000006
4.6255,4.625500000000003,4.625500000000003,4.625500000000003,4.625500000000003
4.11212,4.1121200000000036,4.1121200000000036,4.1121200000000036,4.1121200000000036
2.7414,2.7414000000000014,2.7414000000000014,2.7414000000000005,2.7414000000000014
3.65494,3.6549400000000025,3.6549400000000016,3.6549400000000025,3.6549400000000025
3.5944,3.594400000000001,3.5944000000000025,3.594400000000001,3.594400000000001
4.1782,4.178200000000003,4.178200000000003,4.178200000000003,4.178200000000003
4.14004,4.1400400000000035,4.1400400000000035,4.1400400000000035,4.1400400000000035
1.28654,1.2865400000000005,1.2865399999999996,1.2865399999999996,1.2865399999999996
2.3501,2.3501000000000003,2.3501000000000003,2.3501000000000003,2.3501000000000003
2.4486,2.4486000000000008,2.4486000000000017,2.4486000000000003,2.4486000000000003
3.1178,3.1178000000000017,3.1178000000000017,3.1178000000000017,3.1178000000000017
